"Provider Org name","total_decisions","total_admitted","total_failed_to_attend","total_removals","total_gp_referrals","total_other_referrals","total_first_seen","total_first_dna","total_subs_seen","total_subs_dna","quarter_start"
AIREDALE NHS FOUNDATION TRUST,2529,2264,30,345,10316,2951,10955,876,28285,2319,2017-01-01
ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2082,3881,36,104,5922,12914,12558,1578,30233,3308,2017-01-01
ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9096,7928,160,1485,31158,15026,36582,3090,61030,5859,2017-01-01
ASHTEAD HOSPITAL,488,608,1,47,802,0,740,29,2076,73,2017-01-01
ASPEN - CLAREMONT HOSPITAL,685,857,8,0,1398,0,1343,0,1775,5,2017-01-01
ASPEN - HIGHGATE HOSPITAL,310,299,1,33,618,0,562,17,868,50,2017-01-01
ASPEN - PARKSIDE HOSPITAL,214,154,0,2,347,0,380,25,437,41,2017-01-01
ASPEN - THE HOLLY,1089,1022,12,113,2366,0,2269,57,2917,244,2017-01-01
ASPEN HEALTHCARE - MIDLAND EYE,510,480,2,9,1054,0,1329,92,0,0,2017-01-01
"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12665,12787,268,2947,33006,31031,41711,5888,76620,11114,2017-01-01
BARLBOROUGH NHS TREATMENT CENTRE,1852,896,0,86,1281,0,1144,33,2865,61,2017-01-01
"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",475,475,0,0,0,0,845,222,2444,618,2017-01-01
BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4686,5796,110,260,14765,10466,24135,2143,58233,5058,2017-01-01
BARTS HEALTH NHS TRUST,26065,18838,517,4432,77698,51688,98820,14147,237107,30483,2017-01-01
BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7870,6746,36,3087,21566,12341,33764,3467,55854,7275,2017-01-01
BEDFORD HOSPITAL NHS TRUST,6339,6698,54,490,12208,6482,15300,1374,24509,2532,2017-01-01
BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,239,235,364,45,1006,83,2017-01-01
BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,0,0,0,0,1326,2176,3247,858,21706,4024,2017-01-01
BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,761,1237,0,0,13642,2798,8674,1686,31095,4408,2017-01-01
BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4756,4555,134,786,22940,9282,27107,1860,52831,5157,2017-01-01
BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,401,1244,1728,482,5207,1177,2017-01-01
BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,17742,14539,122,2893,17232,16637,26619,2410,65278,7761,2017-01-01
BLAKELANDS HOSPITAL,1058,1019,22,150,1150,0,900,78,2476,212,2017-01-01
BMI - BATH CLINIC,247,594,0,125,755,12,983,49,1801,32,2017-01-01
BMI - BISHOPS WOOD,90,688,0,45,320,10,992,32,2475,98,2017-01-01
BMI - CHELSFIELD PARK HOSPITAL,312,250,0,40,420,13,384,13,1074,33,2017-01-01
BMI - FAWKHAM MANOR HOSPITAL,559,391,0,178,629,31,710,27,2575,74,2017-01-01
BMI - GORING HALL HOSPITAL,655,1125,0,111,703,307,1626,38,4926,120,2017-01-01
BMI - HENDON HOSPITAL,150,270,0,71,1168,82,464,58,1300,72,2017-01-01
BMI - SARUM ROAD HOSPITAL,31,282,0,36,82,20,362,27,1251,58,2017-01-01
BMI - SHIRLEY OAKS HOSPITAL,1054,972,0,104,1249,474,1530,85,3318,118,2017-01-01
BMI - THE ALEXANDRA HOSPITAL,1383,1000,0,139,1343,83,1290,42,7154,238,2017-01-01
BMI - THE BEARDWOOD HOSPITAL,2084,1657,0,136,1437,273,1760,78,6244,326,2017-01-01
BMI - THE BEAUMONT HOSPITAL,2029,1474,0,275,2479,53,2473,80,6069,348,2017-01-01
BMI - THE BLACKHEATH HOSPITAL,930,492,0,185,910,60,868,33,2187,135,2017-01-01
BMI - THE CHAUCER HOSPITAL,1008,680,0,126,726,336,995,28,1657,45,2017-01-01
BMI - THE CHILTERN HOSPITAL,174,219,0,99,406,31,445,4,1451,11,2017-01-01
BMI - THE CLEMENTINE CHURCHILL HOSPITAL,1223,980,0,174,1082,474,1260,78,6161,437,2017-01-01
BMI - THE DROITWICH SPA HOSPITAL,997,848,0,153,1041,139,1109,33,4934,191,2017-01-01
BMI - THE ESPERANCE HOSPITAL,639,512,0,66,140,97,230,11,1087,37,2017-01-01
BMI - THE HAMPSHIRE CLINIC,248,784,0,38,514,1,904,65,3220,113,2017-01-01
BMI - THE HARBOUR HOSPITAL,66,374,0,51,283,2,436,19,867,29,2017-01-01
BMI - THE HIGHFIELD HOSPITAL,1776,1260,0,185,911,380,903,35,5132,346,2017-01-01
BMI - THE KINGS OAK HOSPITAL,50,503,0,57,291,25,828,35,1538,80,2017-01-01
BMI - THE LONDON INDEPENDENT HOSPITAL,308,1519,0,84,844,16,2245,114,6506,437,2017-01-01
BMI - THE MANOR HOSPITAL,307,246,0,47,183,120,333,6,870,25,2017-01-01
BMI - THE MERIDEN HOSPITAL,499,579,0,145,884,81,875,48,3124,181,2017-01-01
BMI - THE PADDOCKS HOSPITAL,0,0,0,6,42,0,32,2,12,0,2017-01-01
BMI - THE PARK HOSPITAL,844,645,0,112,589,105,717,23,2893,79,2017-01-01
BMI - THE PRINCESS MARGARET HOSPITAL,242,225,0,22,325,67,339,11,881,24,2017-01-01
BMI - THE PRIORY HOSPITAL,446,463,0,199,1014,3,968,53,2219,146,2017-01-01
BMI - THE RIDGEWAY HOSPITAL,281,995,0,111,948,1,1484,37,3373,66,2017-01-01
BMI - THE RUNNYMEDE HOSPITAL,58,169,0,6,68,11,134,5,494,15,2017-01-01
BMI - THE SANDRINGHAM HOSPITAL,463,408,0,47,473,102,573,21,1392,49,2017-01-01
BMI - THE SAXON CLINIC,529,351,0,76,351,204,576,21,1238,62,2017-01-01
BMI - THE SHELBURNE HOSPITAL,80,88,0,20,87,8,94,3,82,1,2017-01-01
BMI - THE SLOANE HOSPITAL,190,117,0,17,235,11,213,3,563,17,2017-01-01
BMI - THE SOMERFIELD HOSPITAL,719,468,0,117,633,92,669,14,1812,79,2017-01-01
BMI - THE SOUTH CHESHIRE PRIVATE HOSPITAL,713,584,0,79,1189,40,1202,56,2416,100,2017-01-01
BMI - THE WINTERBOURNE HOSPITAL,159,472,0,93,678,0,631,5,2239,43,2017-01-01
BMI - THORNBURY HOSPITAL,1095,406,0,118,914,161,724,21,1903,124,2017-01-01
BMI - THREE SHIRES HOSPITAL,1190,915,0,101,1566,187,1578,52,4135,131,2017-01-01
BMI GISBURNE PARK HOSPITAL,1404,965,0,201,971,116,1065,36,3388,162,2017-01-01
BMI MOUNT ALVERNIA HOSPITAL,278,181,0,28,248,61,251,12,661,20,2017-01-01
BMI SOUTHEND PRIVATE HOSPITAL,253,430,0,58,240,3,515,24,641,36,2017-01-01
BMI ST EDMUNDS HOSPITAL,406,337,0,53,329,166,483,19,643,23,2017-01-01
BMI THE CAVELL HOSPITAL,104,571,0,27,158,24,472,12,2740,81,2017-01-01
BMI THE DUCHY HOSPITAL,463,316,0,64,645,38,774,14,1854,39,2017-01-01
BMI THE EDGBASTON HOSPITAL,595,746,0,177,1471,54,1411,82,3791,289,2017-01-01
BMI THE HUDDERSFIELD HOSPITAL,940,811,0,110,1389,201,1270,44,4963,226,2017-01-01
BMI THE LANCASTER HOSPITAL,548,357,0,47,357,128,376,30,1108,96,2017-01-01
BMI THE LINCOLN HOSPITAL,411,335,0,68,555,67,552,34,1766,79,2017-01-01
BMI WOODLANDS HOSPITAL,1648,1314,0,132,1546,374,1707,50,7072,239,2017-01-01
BODMIN NHS TREATMENT CENTRE,693,988,17,132,816,0,937,77,868,64,2017-01-01
BOLTON NHS FOUNDATION TRUST,6911,6505,235,685,17338,12532,20704,2122,45474,4890,2017-01-01
BOSTON WEST HOSPITAL,765,850,13,72,1776,0,1803,186,3524,209,2017-01-01
BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,0,236,0,0,628,0,420,0,0,0,2017-01-01
BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,7918,6563,140,1890,14654,12302,27458,2858,64049,7881,2017-01-01
BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,1714,1245,2291,181,4278,428,2017-01-01
BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,12515,11352,237,696,23592,13386,44751,3676,106327,8770,2017-01-01
BROMLEY HEALTHCARE,22,37,0,0,529,289,390,66,4268,279,2017-01-01
BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10882,9328,91,1669,22903,6492,31123,2033,46854,3577,2017-01-01
BURTON HOSPITALS NHS FOUNDATION TRUST,6143,6236,159,960,15022,7442,20074,1378,36499,2854,2017-01-01
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10392,9508,141,752,24069,7691,31280,2257,57208,3499,2017-01-01
CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14095,11980,1,2421,29001,13567,37007,1359,92025,6665,2017-01-01
CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,160,160,0,0,148,404,141,33,683,31,2017-01-01
CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,13,8,0,0,2298,1783,2553,136,5061,345,2017-01-01
CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,0,0,0,0,55,108,138,9,240,13,2017-01-01
CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,20788,15035,1273,4192,34655,37383,67041,9227,197335,21954,2017-01-01
CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,10456,9276,303,1398,28312,20456,46140,6599,110850,12955,2017-01-01
CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,444,451,0,0,0,0,592,84,3936,713,2017-01-01
CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6089,5324,113,786,13263,6182,18932,1266,54146,4159,2017-01-01
CIRCLE - NOTTINGHAM NHS TREATMENT CENTRE,4913,7097,127,39,12920,928,12578,1242,27430,2735,2017-01-01
CIRCLE BATH HOSPITAL,1162,1408,6,9,2438,6,2427,66,2055,178,2017-01-01
CIRCLE READING HOSPITAL,1051,1345,15,8,2469,66,2327,93,2693,213,2017-01-01
CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,13447,12313,268,1407,27604,15645,48595,3564,74073,6970,2017-01-01
CLIFTON PARK HOSPITAL,624,570,0,61,498,0,492,26,4368,136,2017-01-01
COBALT HOSPITAL,887,1006,62,468,1147,0,599,101,950,83,2017-01-01
COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,8964,7921,21,1319,16696,7380,24243,1772,40359,3274,2017-01-01
COMMUNITAS CLINICS,0,0,0,0,370,0,354,17,137,16,2017-01-01
CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,367,196,546,2,0,0,2017-01-01
COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5313,4759,90,754,15008,18154,21693,1902,53176,4832,2017-01-01
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12980,11385,297,2238,26920,16617,44823,3721,80863,8637,2017-01-01
COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,1117,605,1003,216,1326,243,2017-01-01
CROYDON HEALTH SERVICES NHS TRUST,7502,6098,235,827,18244,7344,24487,2922,59105,5642,2017-01-01
CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,235,251,281,47,1115,89,2017-01-01
DARTFORD AND GRAVESHAM NHS TRUST,9001,7713,173,1478,14616,7043,18672,1556,31290,2405,2017-01-01
DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,16754,15366,168,2113,25622,14855,37103,2847,80426,5580,2017-01-01
DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,1300,1551,10,114,4662,757,4486,217,599,30,2017-01-01
DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,133,2463,2225,434,7311,1302,2017-01-01
DEVIZES NHS TREATMENT CENTRE,918,1039,10,0,1879,36,575,94,536,24,2017-01-01
DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11793,9951,242,1642,30095,15296,43531,4602,86530,9096,2017-01-01
DORKING HEALTHCARE LIMITED (DHC),0,0,0,0,2567,359,2926,168,3837,285,2017-01-01
DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,6915,6474,113,875,10661,3815,13576,834,29394,1889,2017-01-01
DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,791,703,39,45,1459,180,1395,84,1623,175,2017-01-01
DUCHY HOSPITAL,1162,1444,5,139,1762,0,1675,53,5293,258,2017-01-01
DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,0,0,0,0,772,420,1124,220,6936,1218,2017-01-01
EAST AND NORTH HERTFORDSHIRE NHS TRUST,10247,9001,135,1260,25998,10923,35178,3179,70205,6881,2017-01-01
EAST CHESHIRE NHS TRUST,4642,4198,23,810,9408,4724,12389,584,17316,1256,2017-01-01
EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12614,19303,188,1859,36678,25153,42611,2929,80734,4950,2017-01-01
EAST LANCASHIRE HOSPITALS NHS TRUST,13353,12060,471,1651,27619,8832,36159,3236,90831,7668,2017-01-01
EAST LONDON NHS FOUNDATION TRUST,0,0,0,0,1194,3832,2666,0,0,0,2017-01-01
EAST SUSSEX HEALTHCARE NHS TRUST,5856,5369,250,1230,23807,8942,29423,2590,47090,4784,2017-01-01
EMERSONS GREEN NHS TREATMENT CENTRE,2260,3014,8,0,3583,414,1700,165,2268,155,2017-01-01
EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,8897,7081,75,1746,24317,2756,27429,1870,52232,4684,2017-01-01
EPSOMEDICAL GROUP,1243,1246,11,0,2510,148,2421,56,2777,84,2017-01-01
EUXTON HALL HOSPITAL,1490,1576,1,734,3200,0,2986,38,6893,186,2017-01-01
FAIRFIELD HOSPITAL,1094,1094,0,0,2058,0,2100,16,4113,284,2017-01-01
FITZWILLIAM HOSPITAL,1603,2086,12,80,2844,0,2878,159,9911,467,2017-01-01
FRIMLEY HEALTH NHS FOUNDATION TRUST,15355,14083,369,3987,42634,19212,47892,4362,82892,7841,2017-01-01
FULWOOD HALL HOSPITAL,1459,1969,0,191,3007,0,2909,184,7434,436,2017-01-01
GATESHEAD HEALTH NHS FOUNDATION TRUST,2465,2532,43,490,10185,4276,13768,891,27791,2858,2017-01-01
GEORGE ELIOT HOSPITAL NHS TRUST,4357,4477,103,570,12002,5678,15861,1245,33543,3261,2017-01-01
GLOUCESTERSHIRE CARE SERVICES NHS TRUST,0,0,0,0,0,724,711,13,286,86,2017-01-01
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,3353,2031,36,272,961,8904,9738,698,41929,3435,2017-01-01
GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4649,3938,39,902,17598,10539,24726,1614,42481,2734,2017-01-01
GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,25189,21130,798,3613,52031,64559,76056,8821,152322,19532,2017-01-01
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11645,10758,202,1277,24559,10851,32661,2356,63460,5170,2017-01-01
HAND TO ELBOW CLINIC (BATH),0,0,0,0,41,0,49,0,25,0,2017-01-01
HARROGATE AND DISTRICT NHS FOUNDATION TRUST,6191,5789,96,666,12299,4318,15876,878,30652,2176,2017-01-01
HEART OF ENGLAND NHS FOUNDATION TRUST,18840,14831,451,3161,49535,29151,65554,8154,153002,15566,2017-01-01
HERE,647,1048,58,148,2024,97,2097,151,5750,355,2017-01-01
HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,0,0,2736,1383,2177,181,4552,453,2017-01-01
HINCHINGBROOKE HEALTH CARE NHS TRUST,4504,3801,46,829,7016,4915,10081,582,16552,813,2017-01-01
HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3438,3451,212,1314,20136,8863,27511,3172,54159,8513,2017-01-01
HORTON NHS TREATMENT CENTRE,855,780,0,204,1292,0,1176,49,6004,251,2017-01-01
HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,17796,14697,423,2247,36433,11824,47594,3904,104632,9377,2017-01-01
HUMBER NHS FOUNDATION TRUST,0,0,0,0,292,115,427,28,877,77,2017-01-01
IMPERIAL COLLEGE HEALTHCARE NHS TRUST,21043,28524,879,9847,41365,32567,66147,9220,161777,20464,2017-01-01
INHEALTH LIMITED,0,0,0,0,3299,0,2679,182,2203,0,2017-01-01
IPSWICH HOSPITAL NHS TRUST,9360,8350,88,1281,19100,17523,34274,1769,64282,3673,2017-01-01
ISIGHT,170,356,3,1,47,225,273,10,929,34,2017-01-01
ISLE OF WIGHT NHS TRUST,3187,1766,97,531,8102,7876,12489,784,21946,1557,2017-01-01
JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5533,6327,349,841,14412,5674,18503,1600,39306,3166,2017-01-01
KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,129,129,0,0,0,0,0,0,0,0,2017-01-01
KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,921,0,620,0,0,0,2017-01-01
KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8701,7630,182,1128,13358,9050,19485,1501,28431,2253,2017-01-01
KIMS HOSPITAL (NEWNHAM COURT),802,703,160,0,2021,2,1559,42,5045,218,2017-01-01
KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,22696,18837,674,2634,64125,28574,71500,10149,152963,19742,2017-01-01
KINGSTON HOSPITAL NHS FOUNDATION TRUST,6951,5018,139,1354,22185,7200,27629,2638,42043,3632,2017-01-01
LANCASHIRE CARE NHS FOUNDATION TRUST,0,0,0,0,248,2599,1602,449,3859,1007,2017-01-01
LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,14444,10560,180,1862,23449,15683,34312,3528,88626,9573,2017-01-01
LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,34,355,241,24,683,56,2017-01-01
LEEDS COMMUNITY HEALTHCARE NHS TRUST,88,88,0,0,813,1217,1191,84,4530,269,2017-01-01
LEEDS TEACHING HOSPITALS NHS TRUST,26930,23276,527,4064,38659,44555,72996,6778,182404,13496,2017-01-01
LEICESTERSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,127,165,196,37,555,81,2017-01-01
LEWISHAM AND GREENWICH NHS TRUST,13619,10785,383,2089,32821,22619,64195,10901,79211,13363,2017-01-01
LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,562,1127,1032,290,2587,772,2017-01-01
LIVERPOOL COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,0,0,2017-01-01
LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,2066,1973,9,156,1512,1715,3213,294,12861,1316,2017-01-01
LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2546,2497,34,168,5091,11475,13465,1327,22890,2911,2017-01-01
LIVEWELL SOUTHWEST,0,0,0,0,58,12,65,4,163,21,2017-01-01
LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,16882,10887,955,1952,39622,13357,35980,6780,62311,12459,2017-01-01
LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10054,8112,351,1531,18627,15455,28031,2623,59780,6118,2017-01-01
MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,10267,9478,253,1650,26497,19101,44428,2559,81126,5127,2017-01-01
MEDWAY COMMUNITY HEALTHCARE,0,0,0,0,0,0,20,0,14,0,2017-01-01
MEDWAY NHS FOUNDATION TRUST,4704,4847,234,2152,23628,9465,27057,2532,54458,5405,2017-01-01
MERSEY CARE NHS FOUNDATION TRUST,0,0,0,0,3601,5892,1250,236,8651,1503,2017-01-01
MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,8142,7940,176,965,14724,4770,19994,1282,43508,2453,2017-01-01
MID ESSEX HOSPITAL SERVICES NHS TRUST,7691,7831,100,1349,21350,19407,27270,2463,51299,5165,2017-01-01
MID YORKSHIRE HOSPITALS NHS TRUST,13596,12244,234,1504,34223,17553,38626,4019,63208,5206,2017-01-01
MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6047,4775,99,884,16569,8708,20764,1079,30353,1794,2017-01-01
MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,9812,9968,0,0,16978,7235,30734,4801,92159,13203,2017-01-01
MOUNT STUART HOSPITAL,1007,1102,17,127,1538,0,1450,68,2350,190,2017-01-01
NAVIGO,0,0,0,0,0,0,0,0,0,0,2017-01-01
NEW HALL HOSPITAL,1142,1437,0,98,2288,0,2028,121,5846,297,2017-01-01
NON ENGLISH PROVIDER,96,120,0,6,152,110,242,11,564,33,2017-01-01
NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21443,18021,223,3386,34018,13540,44120,1346,77076,5243,2017-01-01
NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,0,0,0,0,0,0,0,0,0,0,2017-01-01
NORTH BRISTOL NHS TRUST,11269,15652,208,897,21150,10004,28757,2092,65473,5827,2017-01-01
NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,8098,6777,0,2524,12246,5954,23478,1795,53111,4662,2017-01-01
NORTH DOWNS HOSPITAL,541,620,0,23,1021,0,933,50,2037,76,2017-01-01
NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,0,0,501,2125,2603,21,5758,1429,2017-01-01
NORTH EAST LONDON TREATMENT CENTRE CARE UK,4651,2453,87,509,4568,0,3644,287,2437,151,2017-01-01
NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,6422,5866,212,1170,12416,12592,31930,5278,56183,8883,2017-01-01
NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4179,4011,4,648,12579,5548,14822,1261,18262,2201,2017-01-01
NORTH WEST ANGLIA NHS FOUNDATION TRUST,8834,7951,98,990,23872,11179,31355,2243,66878,4062,2017-01-01
NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,2923,0,2065,738,13289,3132,2017-01-01
NORTH WEST CATS - INHEALTH PATHWAY MANAGEMENT CENTRE,0,0,0,0,7389,0,5437,395,2008,64,2017-01-01
NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8954,7107,167,1449,17987,11061,27271,1942,55202,4822,2017-01-01
NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,133,133,0,0,19,441,342,38,876,109,2017-01-01
NORTHERN DEVON HEALTHCARE NHS TRUST,3259,2970,0,160,6645,3219,11636,627,24272,1648,2017-01-01
NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,11764,10048,419,1628,21444,16325,33407,3136,66283,6278,2017-01-01
"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",0,0,0,0,111,297,322,0,2933,462,2017-01-01
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8786,9408,149,902,15852,9081,28121,1921,67329,4924,2017-01-01
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,23384,21717,326,2767,29869,21220,41561,4144,95429,9760,2017-01-01
NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,96,86,0,9,0,58,85,0,187,0,2017-01-01
NOVUS HEALTH LTD,437,418,9,10,895,104,712,27,560,49,2017-01-01
"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",361,399,0,29,818,0,654,20,1273,36,2017-01-01
"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",306,398,0,20,431,0,416,19,537,28,2017-01-01
"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",144,133,1,5,198,0,222,2,333,10,2017-01-01
"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",36,24,0,1,53,0,55,1,83,3,2017-01-01
"NUFFIELD HEALTH, CHICHESTER HOSPITAL",283,389,0,24,709,0,492,10,804,25,2017-01-01
"NUFFIELD HEALTH, EXETER HOSPITAL",18,138,1,3,117,0,39,1,89,4,2017-01-01
"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",40,80,0,4,70,0,74,5,116,5,2017-01-01
"NUFFIELD HEALTH, LEEDS HOSPITAL",1049,1148,6,73,1585,0,1438,71,3216,248,2017-01-01
"NUFFIELD HEALTH, LEICESTER HOSPITAL",365,570,0,30,641,0,703,25,1494,83,2017-01-01
"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",539,572,0,75,610,0,697,19,1950,72,2017-01-01
"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",442,565,0,42,737,0,746,24,1423,117,2017-01-01
"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",149,380,0,2,226,0,162,0,316,10,2017-01-01
"NUFFIELD HEALTH, TAUNTON HOSPITAL",306,414,0,11,388,0,486,7,1188,37,2017-01-01
"NUFFIELD HEALTH, TEES HOSPITAL",857,1001,0,152,1089,0,1080,24,3035,124,2017-01-01
"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",128,168,0,13,199,0,200,6,817,47,2017-01-01
"NUFFIELD HEALTH, WOKING HOSPITAL",166,178,0,10,296,0,257,8,377,7,2017-01-01
"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",608,638,1,23,886,0,789,31,1581,95,2017-01-01
"NUFFIELD HEALTH, YORK HOSPITAL",151,183,0,12,104,0,192,8,550,24,2017-01-01
NUFFIELD HOSPITAL OXFORD (THE MANOR),84,103,0,8,123,0,108,2,248,3,2017-01-01
OAKS HOSPITAL,1105,1318,7,170,2191,0,1716,95,2706,139,2017-01-01
OLDHAM INTEGRATED CARE CENTRE,0,0,0,0,3761,237,3380,220,6749,864,2017-01-01
ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,133,119,0,14,195,0,184,4,167,5,2017-01-01
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,26252,21768,531,4698,48601,35857,72734,3797,113161,6979,2017-01-01
OXLEAS NHS FOUNDATION TRUST,0,0,0,0,41,156,335,39,429,65,2017-01-01
PARK HILL HOSPITAL,272,251,0,35,608,0,523,43,1087,42,2017-01-01
PENINSULA NHS TREATMENT CENTRE,1375,1545,3,0,1603,8,1126,31,1029,53,2017-01-01
PENNINE ACUTE HOSPITALS NHS TRUST,19507,15689,660,3631,37555,31651,60587,6222,100698,14679,2017-01-01
PENNINE CARE NHS FOUNDATION TRUST,0,0,0,0,80,0,1350,268,5717,1325,2017-01-01
PINEHILL HOSPITAL,878,1104,6,114,1826,0,1457,65,4625,135,2017-01-01
PIONEER HEALTHCARE LIMITED,66,36,0,0,205,0,195,1,106,8,2017-01-01
PLYMOUTH HOSPITALS NHS TRUST,11918,9931,231,2380,20176,7146,27158,1651,55757,3371,2017-01-01
POOLE HOSPITAL NHS FOUNDATION TRUST,4443,4025,74,573,13093,10319,22703,1396,34379,2229,2017-01-01
PORTSMOUTH HOSPITALS NHS TRUST,14998,11777,194,3100,29913,16399,46335,2452,90049,5461,2017-01-01
